speaker,party,datum,ft_label,ft_score,text,human_label,notes
Holger Bellino,CDU,2022-07-14,NON_HATE,0.9881,"Frau Präsidentin, meine sehr geehrten Damen und Herren! 
Es ist unerträglich, der Redner hat mehrfach von sogenannten 
Demokraten gesprochen. Selbst ernannte Demo

8880 
 

kraten wurde jetzt gesagt, damit meint er das Haus. Ich 
stelle fest, es gibt nur eine Partei, die derzeit vom Verfassungsschutz 
beobachtet wird, das sind nicht die, die er hier 
meint. Ich verwehre mich entschieden gegen diese Betitelung. 

Jetzt der Hinweis: Da kommen die Ausländerfeinde wieder 
aus ihren Löchern oder so ähnlich, das weise ich auf 
das Schärfste zurück. 

(Beifall CDU, BÜNDNIS 90/DIE GRÜNEN, SPD, 
Freie Demokraten und DIE LINKE  René Rock 
(Freie Demokraten): Ich meine, der Redebeitrag 
sollte beendet werden!)",,
Dimitri Schulz,AfD,2021-05-20,NON_HATE,0.9861,"Ich werde weiterhin Klartext reden.  Beenden Sie das antiisraelische 
Abstimmungsverhalten der Deutschen in der 
Europäischen Union und die Finanzierung linksradikaler 
NGOs durch Ihre parteinahen Stiftungen, bevor Sie die Delegationsreisen 
organisieren lassen. Hören Sie mit der Millionen-
Euro-schweren Unterstützung des UNRWA auf. 
Das ist ein exklusiv für Palästinenser reserviertes Flüchtlingshilfswerk. 
Es befindet sich fest in den Händen der Hamas. 

(Beifall AfD) 

Erkennen Sie Israel vollumfänglich als souveränen Staat 
an, der sich seine eigene Hauptstadt wie jeder andere Staat 
dieser Welt frei wählen kann. 

(Beifall AfD) 

Verlegen Sie Deutsche Botschaft endlich nach Jerusalem.  
Ich danke Ihnen. 

(Anhaltender Beifall AfD)",,
Dimitri Schulz,AfD,2019-10-30,NON_HATE,0.9883,"Die Unterstellung in Punkt 7 Ihres Entschließungsantrags 
weisen wir auf das Entschiedenste zurück. Nicht das, was 
Sie als Populismus bezeichnen, bedroht den Zusammenhalt 
in unserer Gesellschaft. Vielmehr ist das die völlig unverantwortliche, 
unkontrollierte Migrationspolitik. 

(Beifall AfD  Widerspruch DIE LINKE) 

Sie haben dafür gesorgt, dass externe Auseinandersetzungen 
auf deutschem Boden stattfinden. Sie sind jetzt nicht 
einmal ehrlich genug, sich das einzugestehen. Was die Juden 
in Deutschland und was die jüdischen Einrichtungen 
brauchen, ist weniger Heuchelei. Stattdessen bräuchten sie 
mehr Entschlossenheit, zu benennen, wer nicht nur, aber 
hauptsächlich für den gestiegenen Antisemitismus in 
Deutschland verantwortlich ist. 

(Beifall AfD)",,
Klaus Gagel,AfD,2019-02-27,NON_HATE,0.9867,"Ich habe noch eine Minute und zwei Sekunden Redezeit.  
Da kommt das Amt und fragt bei privaten Wohnungsvermietern 
an: Habt ihr eine Vierzimmerwohnung? Wir haben 
eine sechsköpfige Familie von irgendwoher. Wir zahlen 
alles. Und da ist eine Familie, die finanziert sich aus 
versteuertem Einkommen, fragt beim Vermieter an und 
sagt: Eigentlich haben wir nicht genug Geld. Wer steht in 
Konkurrenz zu wem?  Das Amt, das die Migranten im 
Rücken haben, und die Familie, die ihre Miete aus zu versteuerndem 
Einkommen finanzieren muss. 

(Zurufe BÜNDNIS 90/DIE GRÜNEN, SPD und 
DIE LINKE) 

Das ist der Mechanismus, der die Preise in den Großstädten 
treibt. Das ist das, was Sie nicht kapieren. Aber ich 
hoffe, die Wähler werden es Ihnen beim nächsten Mal zeigen. 

(Beifall AfD)",,
Saadet Sönmez,DIE LINKE,2021-02-04,NON_HATE,0.986,"Ob die Entscheidungspraxis des BAMF so viel mit geltendem 
Recht zu tun hat, kann man in dieser Beziehung auch 
gut bezweifeln. 

(Zuruf Alexander Bauer (CDU)) 

Meine Damen und Herren, noch eine grundsätzliche Anmerkung 
 letzter Satz, Frau Präsidentin : Es gibt ein 
Recht auf Asyl. Ja, das stimmt. Doch in den letzten Jahren 
gab es so viele Gesetzesänderungen, speziell vorangetrieben 
von der CDU, dass das Recht fast nur noch auf dem 
Papier existiert. 

 
5241 

(Zurufe Alexander Bauer (CDU) und Jürgen 
Frömmrich (BÜNDNIS 90/DIE GRÜNEN)) 

Meine Damen und Herren, viele kommen erst gar nicht zu 
ihrem Recht, weil sie an der Festung Europa scheitern oder 
im Mittelmeer ertrinken. Das ist geltendes Recht, und es ist 
Unrecht. Der Abschiebeknast ist Teil dieses Unrechts.  
Vielen Dank für Ihre Aufmerksamkeit. 

(Beifall DIE LINKE)",,
Saadet Sönmez,DIE LINKE,2021-09-30,NON_HATE,0.9849,"Frau Präsidentin, meine Damen und Herren! Ich glaube, eines 
kann man so nicht stehen lassen. Hier hat ein AfD-Mitglied 
behauptet, er handele und argumentiere im Sinne der 

Betroffenen. Er hat dann gesagt, dass die Betroffenen gar 
keine Sonderbehandlung haben möchten, das sei realitätsfern. 

Ich glaube, dass Sie da sehr realitätsfern sind. Die Betroffenen 
haben schon eine Sonderstellung. Wenn ein Mensch 
mit vermeintlich migrantisch klingendem Namen ca. 30 bis 
50 Bewerbungen losschicken muss, damit er überhaupt eine 
Einladung zu einem Vorstellungsgespräch bekommt, 
dann ist das schon eine Sonderstellung. Genau diese Sonderstellung 
gilt es aufzuheben. Genau deshalb sind Konzepte 
wie Diversity oder auch Regelungen mit Quoten usw. 
so wichtig. Aber das geht an Ihnen vorbei. 

(Beifall DIE LINKE und vereinzelt Freie Demokraten)",,
Heike Hofmann (Weiterstadt),SPD,2023-06-29,NON_HATE,0.9875,"Herr Hering, ich sage Ihnen in aller Deutlichkeit, dass die 
Rede, die Sie gerade in diesem Hause abgeliefert haben, 
unverantwortlich ist. 

(Lebhafter Beifall SPD und DIE LINKE  Lachen 
Holger Bellino (CDU)) 

Sie ist deshalb unverantwortlich, weil Sie durch Unwahrheiten 
Populismus schüren, und zwar auf der rechten Seite. 

(Beifall SPD und DIE LINKE  Alexander Bauer 
(CDU): Einen Beleg dafür!) 

Sie haben sich hierhin gestellt  die CDU regiert mit den 
GRÜNEN im Land Hessen  und haben gesagt, Sie kommen 
kaum noch klar. Das ist eine Kapitulationserklärung. 
Sie haben auch gesagt, wir locken als Deutschland Flüchtlinge 
an. 

(Lebhafte Zurufe CDU) 

Was ist denn das für ein Bild, das Sie hier zeichnen? Das 
ist unverantwortlich. 

(Beifall SPD und DIE LINKE  Robert Lambrou 
(AfD): Das ist Realität! Es sind Ihre SPD-Bürgermeister, 
die das wollen!) 

11398",,
Janine Wissler,DIE LINKE,2021-07-07,NON_HATE,0.9882,"die Muslime und Migranten diffamieren, die die Verbrechen 
der Nazizeit relativieren. Eine Partei wie die AfD 
schafft durch ihre Parolen einen Nährboden für rechte Gewalt. 

Unsere Solidarität gilt den Menschen, die sich tagtäglich 
Rassismus in den Weg stellen, und allen Menschen, die 
Opfer von rechter Gewalt und Bedrohungen werden. Gegen 
die Gefahr von rechts brauchen wir breite gesellschaftliche 
Bündnisse, zivilgesellschaftliche Strukturen, und wir 
brauchen eben auch die Konsequenzen und die Aufklärung. 

 
6435 

Letzter Satz, Herr Präsident: Deswegen hoffe ich, dass die 
Landesregierung in diesem Untersuchungsausschuss nicht 
weiter mauert und verzögert, wie wir das früher in Untersuchungsausschüssen 
erlebt haben, sondern dass hier aufgeklärt 
wird; denn das ist das Mindeste, was wir für die Familien 
tun können.  Vielen Dank. 

(Beifall DIE LINKE und SPD)",,
Robert Lambrou,AfD,2020-10-01,NON_HATE,0.9873,"Sehr geehrter Herr Präsident, sehr verehrte Damen und 
Herren! Einige Migranten in Moria auf der griechischen 
Insel Lesbos zündeten am Abend des 8. September ihr Lager 
an. Es brannte fast komplett nieder und machte 12.000 
Menschen vorübergehend obdachlos. Deutsche Politiker 
überbieten sich seitdem auch in Hessen mit Forderungen, 
wie viele Migranten, von denen die meisten keine Flüchtlinge, 
sondern Auswanderer sind, aus dem sicheren Drittstaat 
Griechenland nach Deutschland zu fliegen sind. Zahlen 
müssen die Steuerzahler in Deutschland, nicht die fordernden 
Politiker. 

(Beifall AfD) 

Am weitesten ging im Deutschen Bundestag DIE LINKE 
mit dem Antrag, sämtliche 12.000 Moria-Migranten nach 

4162 
 

Deutschland zu holen. Die GRÜNEN stimmten diesem 
grenzenlosen Ansinnen sogar zu  sehr aufschlussreich. 

Der Journalist Christoph Prantner schrieb am 16. September",,
Saadet Sönmez,DIE LINKE,2020-05-27,NON_HATE,0.9871,"Viele von diesen Flügen wurden zwar storniert, aber noch 
immer ist es so, dass Menschen, die in Abschiebehaft saßen, 
zwar umverteilt wurden, aber eben noch immer voller 
Ungewissheit in Haft sitzen und nicht wissen, was mit ihnen 
passiert und ob sie womöglich in ein Land abgeschoben 
werden, wo keine Sicherheit für ihren Leib und ihr Leben 
besteht. Man hätte sich wünschen können, dass sich 
auch die Landesregierung ein bisschen mehr um Rechtssicherheit 
sorgt. Das hätten Sie tun können, indem Sie zumindest 
einen mehrmonatigen Abschiebestopp erlassen. 
Wenn Ihnen Rechtssicherheit also so wichtig ist, wie es 
jetzt offensichtlich beim Staatsvertrag der Fall ist, dann 
hätten Sie einmal über solch einen Abschiebestopp nachdenken 
können, nachdem Sie diesen Staatsvertrag jetzt im 
Landtag durchbringen werden.  Vielen Dank für Ihre 
Aufmerksamkeit. 

(Beifall DIE LINKE)",,
Lisa Gnadl,SPD,2020-12-09,NON_HATE,0.9884,"Frau Präsidentin, meine sehr verehrten Damen und Herren! 
Die Corona-Pandemie wirkt im sozialpolitischen Bereich 
wie ein Brennglas. Strukturen, die zuvor schon defizitär 
waren oder hart an ihrer Belastungsgrenze gearbeitet haben, 
sind in der Krise so unter Druck geraten, dass die Defizite 
noch deutlicher hervortreten und nicht mehr zu leugnen 
sind. 

(Beifall SPD) 

Die Folgen der Corona-Pandemie sind spürbar, doch sie 
betreffen nicht alle in gleichem Maße: prekäre Beschäftigung, 
kein bezahlbarer Wohnraum, Flüchtlingsunterbringung 
ohne landesweite Standards, ein unterfinanzierter öffentlicher 
Gesundheitsdienst mit zu wenig Personal. 

(Unruhe) 

 Ich weiß gar nicht, was in diesem Raum los ist. Könnte 
mir vielleicht auch irgendeiner von den grünen Herren einmal 
zuhören, die sonst immer so empfindlich sind? 
(Beifall SPD  Zurufe BÜNDNIS 90/DIE GRÜNEN 

 Unruhe)",,
Marcus Bocklet,BÜNDNIS 90/DIE GRÜNEN,2022-07-14,NON_HATE,0.988,"Sie kriegen sogar noch einen drauf, Herr Lambrou. Sie haben 
sich an diese Gruppe herangewanzt, indem Sie gesagt 
haben, Sie hätten einen Migrationshintergrund, Ihr Vater 
sei  wenn ich mich richtig erinnere  Grieche. 

(Robert Lambrou (AfD): Darf ich das nicht sagen? 
Ist das verboten?) 

Sie haben sich bei denen eingeschleimt, und hier stellen 
Sie sich ganz anders dar. Vor dieser Gruppe haben Sie Ihr 
bürgerliches Gesicht aufgesetzt, wie Sie es gerne von sich 
zeichnen. 

(Robert Lambrou (AfD): Die AfD darf gar nichts 
mehr machen! Ich darf nicht einmal mehr sagen, 
dass ich einen Migrationshintergrund habe! Was darf 
ich denn überhaupt noch, Herr Bocklet? Wir haben 
hier in Deutschland Meinungsfreiheit!) 

Hier und jetzt haben Sie Ihre reale, rechtspopulistische 
Fratze gezeigt. 

(Beifall CDU, BÜNDNIS 90/DIE GRÜNEN, SPD, 
Freie Demokraten und DIE LINKE  Lebhafte Zurufe 
AfD)",,
Saadet Sönmez,DIE LINKE,2021-09-30,NON_HATE,0.9875,"Ich möchte nur noch kurz eine Sache sagen.  Es ist leider 
so, dass nicht nur in den Chefetagen der Konzerne die Arbeitnehmer 
sehr homogen sind, sondern auch in den Kitas, 
auf den Spargelfeldern, im Reinigungsgewerbe, in der Gastronomie 
usw. Nur, in einem Bereich der Arbeitswelt sind 
es eben überwiegend weiße Männer über 50 Jahre, und in 
anderen sind es Frauen, am ehesten rumänische, polnische 
Wanderarbeiter, in wieder anderen sind es Menschen mit 
Migrationshintergrund. 

 
6819 

(Zurufe Freie Demokraten) 

Um auch in diesem Bereich der Arbeitswelt Vielfalt zu erreichen, 
vor allem aber um soziale Missverhältnisse wenigstens 
ein bisschen auszugleichen, müssen wir Ausbeutungsverhältnisse 
verbieten und für Lohngerechtigkeit 
kämpfen. Dafür stehen wir als DIE LINKE. Ich hoffe, dass 
sich auch die FDP zu uns gesellt.  Vielen Dank für Ihre 
Aufmerksamkeit. 

(Beifall DIE LINKE)",,
Klaus Gagel,AfD,2019-02-27,NON_HATE,0.9824,"Gut. 

(Zuruf: Das müsste man normalerweise rügen!) 

Sie zeigen letztlich, dass Sie an einem Symptom herum-
doktern und dies mit sozialistischer Mängelverwaltung irgendwie 
kurieren wollen. 

(Beifall AfD) 

Das müssten insbesondere Sie von der Linkspartei doch 
wissen. Das hat schon in der DDR nicht funktioniert. Es 
wird auch hier bei uns nicht funktionieren. Das große Problem, 
das wir auf dem Wohnungsmarkt haben, ist doch die 
seit 2015 mehr oder weniger unkontrolliert stattfindende 
Migration. 

(Beifall AfD  Hermann Schaus (DIE LINKE): Da 
haben wir es wieder, das Thema!  Zurufe) 

 Da lachen Sie. Ich erkläre es Ihnen jetzt einmal, damit 
Sie es einmal kapieren. 
(Unruhe  Glockenzeichen  Jan Schalauske (DIE 
LINKE): Die Menschen gegeneinander ausspielen!) 

Sie alle haben zwei Millionen Menschen ins Land gelassen. 

(Unruhe  Hermann Schaus (DIE LINKE): Sie haben 
keine Ahnung vom Thema!)",,
Walter Wissenbach,fraktionslos,2023-07-20,NON_HATE,0.9875,"Frau Präsidentin, meine Damen und Herren! Die Auseinandersetzung 
zu dem § 218 damals, ich bin alt genug, war 
hart. Die politische und juristische Abwägung zwischen 
dem Schutz ungeborenen Lebens und der körperlichenSelbstbestimmung der Frau ist schwierig. Ähnlich schwierig 
ist immer wieder  das möchte ich hier hinzufügen; 
deshalb habe ich mich gemeldet  das Thema der Migration. 
Darüber kann man politisch streiten 

(Zuruf SPD: Das ist kein Migrationsthema!) 

 nee, passen Sie auf , und mein Statement ist: Wenn man 
dagegen ist, dann hat man nicht vor Flüchtlingsheime zu 
ziehen, um dort zu demonstrieren. Wenn man das Lebensrecht 
des ungeborenen Lebens verteidigen will, sollte man 
auch nicht vor die Beratungsstellen ziehen. Das hat dort 
nichts verloren. Das mag verfassungsrechtlich aufgrund 
des Versammlungsrechts schwierig werden, das mögen die 
Gerichte entscheiden, ob das geht; aber ich finde so eine 
Bannmeilenidee nicht schlecht.  Danke.",,
Claudia Ravensburg,CDU,2021-12-09,NON_HATE,0.9877,"Ja, mache ich. Danke schön, Herr Präsident.  Ich möchte 
noch einen weiteren Aspekt des Sozialhaushalts ansprechen. 
Die Kollegen haben es schon angesprochen, wir werden 
für die dritte Lesung weitere Änderungsanträge für den 
Sozialhaushalt einbringen, z. B. zum Gewaltschutz. 

Ich will auch darauf aufmerksam machen, dass die jetzt 
steigenden Flüchtlingszahlen auch ihren Niederschlag im 
Haushalt finden müssen; denn die Unterbringungskosten 
werden 2022 voraussichtlich deutlich steigen. 

Abschließend möchte ich allen Mitarbeiterinnen und Mitarbeitern 
in den Haushaltsabteilungen in den Ministerien, 
besonders im Finanzministerium, danken. Sie arbeiten unter 
Hochdruck, um das Pandemiegeschehen haushaltstechnisch 
abzubilden und auch den neuen Anforderungen der 
geänderten Lage gerecht zu werden. 

7418 
 

Ich blicke mit großer Hochachtung auf die weiteren Beratungen 
in der dritten Lesung und danke jetzt für Ihre Aufmerksamkeit. 

(Beifall CDU und BÜNDNIS 90/DIE GRÜNEN)",,
Dr. Ulrich Wilken,DIE LINKE,2022-02-02,NON_HATE,0.9878,"Frau Präsidentin, meine sehr verehrten Damen und Herren! 
Herr Heinz, in aller Regel lerne ich etwas, wenn ich Ihnen 
zuhöre. Deswegen frage ich einmal vorsichtig nach, ob ich 
Sie gerade missverstanden habe. Sie haben hier doch nicht 
ernsthaft gesagt, zwei Jahre nach dem Anschlag in Hanau, 
dass der Schutz unserer migrantischen Communities auch 
vor so unsäglichen Begründungen wie bei diesem Richter, 
über den wir gerade geredet haben, kleine politische Münze 
wäre, die wir vorschnell benutzen würden. Das weise 
ich mit aller Entschiedenheit zurück. 

(Beifall DIE LINKE) 

Wenn es darum geht  das habe ich nicht gerade von Ihnen 
gelernt, sondern die Gedanken haben wir uns durchaus 
vorher gemacht , die Anforderungen des Grundgesetzes, 
die Grundlagen der Demokratie in einer kämpferischen Art 
und Weise zerstören zu wollen: Ist nicht wirklich der Punkt 
erreicht, an dem wir uns schützend vor unsere migrantischen 
Communities stellen müssen  auch gegen einen solchen 
Richter? 

(Beifall DIE LINKE)",,
Volker Richter,AfD,2022-11-17,NON_HATE,0.9873,"Gut. Also noch einmal. Es wurde einmal gesagt, das gilt 
ausdrücklich für alle, das weiß ich, das habe ich noch sehr 
gut im Kopf, da habe ich hier oben auch in die Richtung 
geschaut. Es wurde aber auch gelacht darüber, als ich gesagt 
habe, dass man auch Deutsche diskriminieren kann. 
Darüber wurde gelacht. Das kann man sehr wohl. Ich habe 
das auch schon einmal im Ausschuss gesagt. Wenn sich 
jemand irgendwo bewirbt, und er kommt aus der falschen 
Straße, weil dort nun einmal sehr viele Menschen mit 
Migrationshintergrund leben oder sehr geringe Einkünfte 
haben, dann hat er keine Chance. 

Wir haben im Ausschuss gesessen. Wir haben über Bewerbungen 
geschrieben, wo man jemanden nicht erkennt, 
wer er ist. Hat das die Landesregierung umgesetzt? Nein, 
das hat die Landesregierung nicht umgesetzt. Sie hat es 
abgelehnt, obwohl man es hätte online durchaus gestalten 
können. 

Meine Damen und Herren, erzählen Sie nichts von Diskriminierung, 
wenn Sie selbst diejenigen sind, die am meisten 
in diesem Land andere diskriminieren.  Danke. 

(Beifall AfD) 

9766",,
Saadet Sönmez,DIE LINKE,2019-12-11,NON_HATE,0.988,"Sie sollen ein Vorschlagsrecht usw. haben. Aber wer entscheidet 
darüber, welches Vorschlagsrecht sie sich nehmen 
sollen und welches nicht? 

(Zuruf Alexander Bauer (CDU)) 

Durch die Bank wird der ausländischen Bevölkerung die 
Entscheidung darüber, was sie betrifft oder nicht, abgenommen. 
Meine Damen und Herren, die ausländische Bevölkerung 
kann selbst sehr gut entscheiden, was sie betrifft 
und was sie nicht betrifft. 

(Beifall DIE LINKE und vereinzelt SPD) 

Nach dieser Kritik möchte ich Ihnen nicht vorenthalten, 
wie man es besser machen kann. Zuerst müsste man die 
Bemühungen ernst nehmen, sich an einen Tisch setzen und 
diskutieren, wie man es besser machen müsste. 

(Mathias Wagner (Taunus) (BÜNDNIS 90/DIEGRÜNEN): Haben wir gemacht!) 

Darüber hinaus muss es ein Antragsrecht der Ausländerbeiräte 
zu allen Themen geben, nicht nur zu vermeintlich 
migrationsspezifischen. Es gibt keine Themen, die die ausländische 
Bevölkerung nicht betreffen. Ebenso wäre ein 
Rederecht zu allen Themen in Ausschüssen und Stadtverordnetenversammlungen 
einzuräumen. 

2058",,
Dimitri Schulz,AfD,2022-07-14,NON_HATE,0.9881,"Wenn hier Ruhe eingekehrt ist, kann ich auch zum Schluss 
kommen. 

(Elisabeth Kula (DIE LINKE): Sie spielen die Reichen 
und Armen gegeneinander aus!) 

8870 
 

Ich wollte noch zur linken Seite, zu den grünen und roten 
Kommunisten sagen, dass wir, die AfD, die Ersten waren, 
die bei uns zu Hause ukrainische Flüchtlingsfamilien aufgenommen 
haben und denen ein Dach über dem Kopf 
gegeben haben. 

(Beifall AfD  Holger Bellino (CDU): Woher wollen 
Sie wissen, dass Sie die Ersten waren?) 

Wir haben das geschafft, wir haben denen Wohnraum gegeben. 

(Beifall AfD  Saadet Sönmez (DIE LINKE): Genau 
das wollten Sie zum Wohnraum sagen!) 

Ich frage mich, wie viele hier von der linken Seite mindestens 
eine Familie aufgenommen haben oder ihr direkt ein 
Dach über dem Kopf gegeben haben. 

(Saadet Sönmez (DIE LINKE): Ja, das haben wir 
auch!) 

Wie heißt es so schön: Das sind die Immobilienbesitzer mit 
akademischem Grad.  Wir waren es, die den ukrainischen 
Flüchtlingen ein Dach über dem Kopf gegeben haben.  
Vielen Dank. 

(Beifall AfD  Zurufe: Hören Sie doch auf!)",,
