id,doc_id,text,p_hate,label
227,he_18_132,"64. Dringlicher Entschließungsantrag der Frakti-
on der SPD betreffend Verhinderung der Dif-
famierung
des
Bundesverfassungsgerichts
durch hessische CDU-Parlamentarier
– Drucks. 18/7060 – ................................................9306
Abgelehnt ................................................................9312
65. Dringlicher Entschließungsantrag der Frak-
tion DIE LINKE betreffend Verunglimpfung
des Bundesverfassungsgerichts seitens der
hessischen
CDU-Bundestagsabgeordneten
Erika Steinbach
– Drucks. 18/7069 – ...............................................9306
Abgelehnt ................................................................9312
Heike Hofmann ...................................................... 9306
Hans-Christian Mick .............................................. 9307
Kai Klose ................................................................ 9308
Dr. Ulrich Wilken ................................................... 9309
Peter Beuth ............................................................. 9309
Minister Jörg-Uwe Hahn ........................................ 9311
49. Antrag der Fraktion der FDP betreffend eine
Aktuelle Stunde (Kinder fördern – Qualität
der B",0.1990896910429,NON_HATE
228,he_18_73,"Hessischer Landtag · 18. Wahlperiode · 73. Sitzung · 17. Mai 2011
 
den und nur 3,9 Milliarden € investiert werden. Allein in
Nordrhein-Westfalen liegt die Verschuldung inzwischen
bei 120 Milliarden €.
(Norbert Schmitt (SPD): Wie ist das in Hessen?)
Das nennen Sie eine nachhaltige Politik. – Jetzt kommt
der Spruch vom Herrn Kollegen Schmitt, wie es in Hessen
ist. Abgesehen davon, dass wir im Gegensatz zu Nord -
rhein-Westfalen ein Geberland im Länderfinanzausgleich
sind
(Zuruf des Abg. Norbert Schmitt (SPD))
– Kollege Schmitt, ganz ruhig –, hat sich in den letzten Jah-
ren gar nichts verändert. Als wir 1999 in Hessen an die Re-
gierung kamen, war Hessen bei der absoluten Verschul-
dung pro Einwohner auf dem vierten Platz in Deutsch-
land, etwa gleich mit Mecklenburg-Vorpommern. Es ist
richtig, dass Mecklenburg-Vorpommern ganz leicht vor
uns liegt und wir deswegen auf den fünften Platz abge-
rutscht sind. 
Aber insgesamt hat sich deutlich gezeigt, dass die Proble-
matik von Schulden in den letzten zwölf Jahren ein ge-
samtdeutsches Problem gewesen ist, das sich nicht in Hes-
sen manifestiert hat. Im Gegenteil zeigen die Einnahmen,
dass Hessen besonders gut aus der Krise herausgekom-",0.0509786419570446,NON_HATE
229,he_19_135,"27. Zweite Lesung des Gesetzentwurfs der Frak-
tion der SPD für ein Gesetz zur Chancen-
gleichheit und zur Qualitätsverbesserung in
der frühkindlichen Bildung (Chancengleich-
heits- und Qualitätsverbesserungsgesetz –
ChancenG)
– Drucks. 19/6265 zu Drucks. 19/5467 – .............9679
Nach zweiter Lesung dem Sozial- und Integrati-
onspolitischen Ausschuss zurücküberwiesen ..........9689
Claudia Ravensburg ............................................... 9679
Gerhard Merz ............................................... 9679, 9687
Marcus Bocklet ....................................................... 9681
Dr. Ralf-Norbert Bartelt ......................................... 9682
Marjana Schott ....................................................... 9684
René Rock .................................................... 9685, 9688
Minister Stefan Grüttner ......................................... 9686
28. Zweite Lesung des Gesetzentwurfs der Frak-
tionen der CDU und BÜNDNIS 90/DIE
GRÜNEN für ein Gesetz zur Änderung des
Hessischen Kinder- und Jugendhilfegesetz-
buches und anderer Rechtsvorschriften
– Drucks. 19/6266 zu Drucks. 19/5472 – .............9689
Nach zweiter Lesung dem Sozial- und Integ",0.8838319182395935,NON_HATE
230,he_19_21,"(Beifall bei der CDU und bei Abgeordneten des
BÜNDNISSES 90/DIE GRÜNEN sowie des Abg.
Florian Rentsch (FDP))
Vizepräsidentin Ursula Hammann:
Herr Dr. Bartelt, vielen Dank. – Als nächster Redner
spricht Herr Kollege Bocklet für die Fraktion BÜNDNIS
90/DIE GRÜNEN. Herr Kollege, bitte schön, Sie haben
das Wort.
Marcus Bocklet (BÜNDNIS 90/DIE GRÜNEN):
Frau Präsidentin, meine sehr verehrten Damen und Herren!
Herr Kollege Dr. Bartelt hat die fachliche Seite sehr aus-
führlich dargestellt, die es zu diesem Gesetzentwurf gibt.
Wir werden nunmehr in Hessen ein Krebsregister haben,
das insbesondere die personenbezogene Erfassung der Da-
ten aller stationär und ambulant versorgten Patientinnen
und Patienten als Aufgabe haben wird. Es wird über das
Auftreten, die Behandlung und den Verlauf bösartiger
Neubildungen und von Krebserkrankungen einschließlich
ihrer frühen Stadien sowie über gutartige Tumore des zen-
tralen Nervensystems informieren. Solch ein Krebsregister
ist der richtige Schritt für eine bessere Versorgung der
Krebspatienten. Deswegen befürworten wir als GRÜNE
diesen Gesetzentwurf ausdrücklich. Wir bedanken uns zu-
nächst einmal bei der Landesregierung dafür.
(Beifall bei dem BÜND",0.0632221177220344,NON_HATE
231,he_18_43,"Hessischer Landtag · 18.Wahlperiode · 43. Sitzung · 29.April 2010
 
Nordhessen in den nächsten 20 Jahren Symbolpolitik ma-
chen sollen oder nicht.
(Zuruf des Abg. Florian Rentsch (FDP))
Dabei sind wir einvernehmlich zu dem Ergebnis gekom-
men: Wir wollen Verantwortung übernehmen und Sach-
politik machen anstatt Symbolpolitik. Wenn wir diesen
Haushalt ablehnen würden, würde das nichts ändern –
aber der Kämmerer könnte dann seine Maßnahmen so
durchsetzen, wie er will, und der Flughafen käme trotz-
dem.
(Zuruf des Abg.Wolfgang Greilich (FDP))
Wenn es Ihnen also um die Region Nordhessen geht,dann
halten Sie dort noch einmal inne. Reden Sie noch einmal
mit den Unternehmen der Region. Reden Sie mit den
Menschen vor Ort. Fragen Sie, was Nordhessen wirklich
braucht. Das sind Investitionen in erneuerbare Energien
und Tourismus – aber nicht in den Flugverkehr,sondern in
den sanften Tourismus; dort steigen die Zahlen, wie Sie
alle wissen.
Wenn Sie es mit Nordhessen und mit Hessen insgesamt
wirklich ernst meinen, dann denken Sie bitte noch einmal
darüber nach.
(Beifall bei dem BÜNDNIS 90/DIE GRÜNEN
und der Abg. Marjana Schott (DIE LINKE) – Zu-
ruf des Abg.Wolfgang Greilich (FDP))
Vizepräsident",0.0193585772067308,NON_HATE
232,he_18_136,"18. Wahlperiode
Plenarprotokoll 18/136
HESSISCHER LANDTAG
23. 04. 2013
136. Sitzung
Wiesbaden, den 23. April 2013
Amtliche Mitteilungen ..........................................9609
Entgegengenommen .................................................9610
Präsident Norbert Kartmann ................................... 9609
Günter Rudolph ....................................................... 9609
Hermann Schaus ..................................................... 9609
Vizepräsident Lothar Quanz ................................... 9650
1. Fragestunde
– Drucks. 18/7186 – ................................................9610
Abgehalten ...............................................................9624
Frage 845 ...............................................................9610
Manfred Pentz ............................................... 9610, 9610
Minister Dr. Thomas Schäfer ........................ 9610, 9611,
9611, 9611
Norbert Schmitt ....................................................... 9611
Tarek Al-Wazir ....................................................... 9611
Frage 846 ...............................................................9611
Dirk Landau .......................",0.4258652031421661,NON_HATE
233,he_19_127,"52. Beschlussempfehlung und Bericht des Haus-
haltsausschusses zu dem Antrag der Landes-
regierung betreffend Finanzplan des Landes
Hessen für die Jahre 2017 bis 2021
– Drucks. 19/5970 zu Drucks. 19/5274 – ..............9089
Beschlussempfehlung angenommen ........................9102
Wolfgang Decker ................................................... 9089
Dr. Walter Arnold ................................................... 9090
Norbert Schmitt ...................................................... 9091
Frank-Peter Kaufmann ........................................... 9094
Jan Schalauske ........................................................ 9096
Holger Bellino ........................................................ 9099
Dr. h.c. Jörg-Uwe Hahn .......................................... 9099
Minister Dr. Thomas Schäfer ................................. 9101
Hermann Schaus ..................................................... 9103
35. Antrag der Fraktion DIE LINKE betreffend
Familien
gehören
zusammen
–
Famili-
ennachzug zu Geflüchteten ermöglichen
– Drucks. 19/5735 – ...............................................9103
Abgelehnt ......................................................",0.253521054983139,NON_HATE
234,he_18_6,"Amtliche Mitteilungen 
. . . . . . . . . . . . . . .
 
Entgegengenommen 
. . . . . . . . . . . . . . . . .
 
Präsident Norbert Kartmann . . . . . . . . . . . .
 
Günter Rudolph . . . . . . . . . . . . . . . . . . .
 
1. Fragestunde
– Drucks. 18/160 – . . . . . . . . . . . . . . . . . .
 
Abgehalten 
. . . . . . . . . . . . . . . . . . . . . .
 
Präsident Norbert Kartmann . . . . . . . . . . . .
 
Frage 18 
Sigrid Erfurth . . . . . . . . . . . . . . . . . . . .
 
Ministerin Silke Lautenschläger . . . . . . . . . 314, 315
Ursula Hammann . . . . . . . . . . . . . . . . . .
 
Sabine Waschke . . . . . . . . . . . . . . . . . . .
 
Frage 19
Marjana Schott . . . . . . . . . . . . . . . . . . 315, 316
Minister Volker Bouffier . . . . . . . . . . . . . 315, 316
Frage 20
Marjana Schott . . . . . . . . . . . . . . . . . . . .
 
Minister Karlheinz Weimar . . . . . . . . . . . . .
 
Frage 21
Torsten Warnecke . . . . . . . . . . . . . . . . . 316, 317
Minister Volker Bouffier . . . . . . . . . . . . . 316, 317
Frage 22
Torsten Warnecke . . . . . . . . . . . . . . . . . .
 
Minister Karlheinz Weimar . . . . . . . . . . . 317, 318
Frage 23
Barbara Cárdenas . . . . . . . . . . . . . . . . . .
 
Min",0.4711847901344299,NON_HATE
235,he_18_133,"Staatssekretär Mark Weinmeister ................. 9383, 9384,
9384, 9384
Peter Seyffardt ........................................................ 9384
Frage 840 ..............................................................9384
Torsten Warnecke ................................................... 9384
Minister Dr. Thomas Schäfer ................................. 9384
Frage 841 ..............................................................9385
Torsten Warnecke ......................................... 9385, 9385
Minister Boris Rhein .................................... 9385, 9385,
 
Sigrid Erfurth .......................................................... 9385
Frage 842 ..............................................................9386
Heike Habermann ......................................... 9386, 9386
Ministerin Nicola Beer ................................. 9386, 9386
Frage 843 ..............................................................9386
Heike Habermann ................................................... 9386
Ministerin Nicola Beer ........................................... 9386
Frage 844 ..............................................................9386
Tobias Eckert ......",0.5512661337852478,NON_HATE
236,he_18_36,"Hessischer Landtag · 18.Wahlperiode · 36. Sitzung · 3. März 2010
 
muss man doch froh sein, wenn von der CDU und der
FDP gerade keine Vorschläge zu Hartz IV kommen.
(Florian Rentsch (FDP): „Hetzereien“?)
Denn von dieser Seite kann man doch nichts anderes als
mehr Druck, verschärfte Sanktionen und weitere Ver-
schlechterungen erwarten.
(Beifall bei der LINKEN)
Nach Abzug aller Fixkosten hat ein alleinstehender Er-
wachsener noch 10 c am Tag für Essen, Trinken, Klei-
dung, Ersatz von Möbeln, Gebrauchsgegenständen, Ge-
schirr usw. Davon ist kein menschenwürdiges Leben mög-
lich. Hartz-IV-Empfänger verzichten zehnmal mehr auf
ein warmes Mittagessen am Tag aus finanziellen Gründen
als andere Menschen in der Bevölkerung. Auch mit 12 c
pro Tag, die herauskommen würden, wenn man dem
GRÜNEN-Antrag mit 420 c folgen würde, ändert sich
daran nicht viel. Deutschland ist eines der 20 Länder mit
dem weltweit höchsten Pro-Kopf-Einkommen. Wir leis-
ten uns Menschen, die in jeder Minute 15 c aus Kapital-
erträgen bekommen und dafür keinen Finger krumm ma-
chen. Das ist dekadent.
(Beifall bei der LINKEN)
Aber 15 c pro Tag, die bei der Forderung herauskämen,
die die LINKE gestellt hat, mit 500 c Regel",0.0226052720099687,NON_HATE
237,he_19_125,"9. Erste Lesung des Gesetzentwurfs der Frak-
tionen der CDU, der SPD, BÜNDNIS 90/DIE
GRÜNEN und der FDP für ein Gesetz zur
Ergänzung des Artikels 1 der Verfassung des
Landes Hessen (Stärkung und Förderung der
Gleichberechtigung von Frauen und Män-
nern)
– Drucks. 19/5709 – ................................................8980
Nach erster Lesung dem Hauptausschuss über-
wiesen ......................................................................8994
10. Erste Lesung des Gesetzentwurfs der Frak-
tionen der CDU, der SPD, BÜNDNIS 90/DIE
GRÜNEN und der FDP für ein Gesetz zur
Ergänzung des Artikels 4 der Verfassung des
Landes Hessen (Stärkung der Kinderrechte)
– Drucks. 19/5710 – ...............................................8980
Nach erster Lesung dem Hauptausschuss über-
wiesen ......................................................................8994
11. Erste Lesung des Gesetzentwurfs der Frak-
tionen der CDU, der SPD, BÜNDNIS 90/DIE
GRÜNEN und der FDP für ein Gesetz zur
Ergänzung der Verfassung des Landes Hes-
sen (Artikel 12a Recht auf informationelle
Selbstbestimmung und Schutz informations-
technischer Systeme)
– Drucks. 19/5711 – ...............................................8",0.6079886555671692,NON_HATE
238,he_19_11,"Frage 54 ...................................................................634
Dr. Thomas Spies ............................................. 634, 635
Minister Boris Rhein ........................................ 634, 635,
 
Heike Habermann ..................................................... 635
Frage 55 ..................................................................635
Dr. Walter Arnold ..................................................... 635
Minister Tarek Al-Wazir .................................. 635, 636
Florian Rentsch ......................................................... 635
Frage 56 ..................................................................636
Günter Schork ........................................................... 636
Minister Dr. Thomas Schäfer ................................... 636
Frage 57 ..................................................................636
Lena Arnoldt ..................................................... 636, 637
Minister Dr. Thomas Schäfer ........................... 636, 637
2. Regierungserklärung der Hessischen Minis-
terin für Bundes- und Europaangelegenhei-
ten und Bevollmächtigten des Landes Hessen
beim Bund betreffend „He",0.5672619938850403,NON_HATE
239,he_18_16,"Hessischer Landtag · 18.Wahlperiode · 16. Sitzung · 7. Juli 2009
 
Wir haben sehr kleine Anträge – also „klein“ z. B. im Ver-
hältnis zu Opel oder sonstigen Anträgen – im Bereich von
wenigen Hunderttausend Euro. Die große Zahl bewegt
sich im Bereich um 1 Million c. Es zeigt auch, wie wichtig
dieses Programm unter dem Gesichtspunkt ist, dass hier
etwas abgedeckt wird, wo ansonsten Firmen große
Schwierigkeiten hätten, sich am Markt ohne diese Bürg-
schaften und Garantien zu refinanzieren.
Da ist die Ausfallquote nach wie vor sehr klein.Wir haben
es mit Menschen zu tun, da es sehr häufig Personengesell-
schaften oder GmbHs sind, hinter denen im Grunde ge-
nommen Menschen stehen, die in eigener Verantwortung
diese Firma nicht wie eine Kapitalgesellschaft betreiben,
sondern sich wie eine Personengesellschaft sehen.
Da ist die Ausfallquote nach wie vor sehr gering, was ein
Hinweis darauf ist, wie besonders wichtig diese Einstel-
lung, diese Tugenden der Beteiligten sind. Das ist zwar
kein Kriterium, Bürgschaften zu vergeben, aber gelegent-
lich doch ein Hinweis darauf, was für einen Schatz wir ei-
gentlich an diesen mittelständischen und kleinen Betrie-
ben haben und dass es richtig ist,",0.3040670454502105,NON_HATE
240,he_18_21,"Hessischer Landtag · 18.Wahlperiode · 21. Sitzung · 17. September 2009
 
(Beifall bei der SPD)
Das betrifft zum einen das rechtsuchende Publikum, zum
anderen aber auch die von der Sozialgerichtsbarkeit be-
troffenen Institutionen, also die Sozialverbände und die
Versorgungsämter, die im ländlichen Raum eine gute An-
bindung an die Justiz brauchen.
Ohne eine entsprechende Aufgabenkritik brauchen wir
nicht ohne Not bestehende und gut funktionierende
Strukturen zu verändern. Geografische und historische
Gegebenheiten sind aus unserer Sicht ebenfalls zu be-
rücksichtigen. Deswegen müssen wir uns auch in der An-
hörung, die der Ausschuss durchführen wird, damit be-
schäftigen, welche Gebiete den entsprechenden Gerichts-
barkeiten zugeordnet werden sollen und ob dann die geo-
grafisch und historisch gewachsenen Strukturen dennoch
gewahrt bleiben.
(Günter Rudolph (SPD): So ist es!)
In der Anhörung und in der Ausschussberatung werden wir
auch genau hinterfragen – was Sie selbst gesagt haben –,
wie die Personalverschiebungen ausfallen werden. Dazu
müssen wir uns noch einmal ganz genau die Fallzahlen an-
schauen, weil das im Einzelfall massive Veränderungen
mit sich bringen kann.
Aus diesem ",0.0157568361610174,NON_HATE
241,he_16_138,"Hessischer Landtag · 16.Wahlperiode · 138. Sitzung · 5. Juli 2007
 
Meine sehr geehrten Damen und Herren, ich möchte vor-
neweg deutlich machen, was uns mit der Enquetekom-
mission insgesamt gelungen ist. Insgesamt ist uns gelun-
gen, dass wir die Menschen im Land Hessen, dass wir
Journalisten, aber auch Verbände und Vereinigungen und
vielleicht auch den einen oder anderen Kollegen hier aus
den Reihen auf das Problem aufmerksam gemacht haben,
welches in unserer Gesellschaft schlummert.
Wir haben uns zu Anfang in der Enquetekommission dar-
über ein bisschen gestritten, ob das Vorgehen von Herrn
Präsident Hohmann statistisch immer hundertprozentig
richtig war und man die Zahlen auf Landkreise herunter-
brechen soll und kann,ob das alles so richtig ist,wenn man
das bis zum Jahr 2050 vorausberechnet. Wir haben es
gleichwohl gemacht, und wir haben dadurch den Weg da-
für bereitet, dass in den Regionen und Landkreisen Hes-
sens viel stärker über die Demografie nachgedacht wird,
als das vor der Vorlage des Zwischenberichtes der Fall
war.
Meine Damen und Herren, es ist von unserem Vorsitzen-
den schon angesprochen worden: Wir haben uns in der
Enquetekommission darauf verständigt, dass wir ",0.013209500350058,HATE
242,he_18_112,"Seite
Seite
II
Hessischer Landtag · 18. Wahlperiode · 112. Sitzung · 27. Juni 2012
6. Zweite Lesung des Gesetzentwurfs der Fraktion
der SPD für ein Gesetz über den Einsatz von Poli-
zeibeamtinnen und Polizeibeamten des Landes
Hessen im Ausland
– Drucks. 18/5716 zu Drucks. 18/4353 – . . . . . . . . . . 7743
In zweiter Lesung abgelehnt . . . . . . . . . . . . . . . . . . . 7750
Holger Bellino . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 7743
Nancy Faeser . . . . . . . . . . . . . . . . . . . . . . . . . . . 7743, 7750
Alexander Bauer . . . . . . . . . . . . . . . . . . . . . . . . . . . . 7744
Hermann Schaus . . . . . . . . . . . . . . . . . . . . . . . . . . . . 7745
Jürgen Frömmrich . . . . . . . . . . . . . . . . . . . . . . . . . . . 7746
Wolfgang Greilich . . . . . . . . . . . . . . . . . . . . . . . . . . . 7748
Minister Boris Rhein . . . . . . . . . . . . . . . . . . . . . . . . . 7748
Vizepräsidentin Ursula Hammann . . . . . . . . . . . . . 7750
54. Zweite Lesung des Gesetzentwurfs der Landesre-
gierung für ein Gesetz über die Aufnahme und Ver-
waltung von Schulden des Landes Hessen (Hessi-
sches Landesschuldengesetz)
– Drucks. 18/5854 zu Drucks. 18/5273 – . . ",0.6172198057174683,NON_HATE
243,he_18_137,"4. Erste Lesung des Gesetzentwurfs der Frakti-
on der SPD für ein Hessisches Transparenz-
gesetz (Hess.TG)
– Drucks. 18/7200 – ................................................9691
Nach erster Lesung dem Innenausschuss über-
wiesen ......................................................................9699
Günter Rudolph ...................................................... 9691
Christian Heinz ....................................................... 9693
Jürgen Frömmrich .................................................. 9694
Dr. Frank Blechschmidt ......................................... 9695
Dr. Ulrich Wilken ................................................... 9696
Minister Boris Rhein .............................................. 9697
5. Erste Lesung des Gesetzentwurfs der Frakti-
on BÜNDNIS 90/DIE GRÜNEN für ein Ge-
setz zur Änderung der Hessischen Landes-
haushaltsordnung (LHO)
– Drucks. 18/7201 – ...............................................9699
Nach erster Lesung dem Haushaltsausschuss,
federführend, und dem Ausschuss für Umwelt,
Energie,
Landwirtschaft
und
Verbraucher-
schutz, beteiligt, überwiesen ...................................9705
Angela Dorn .....................",0.6208406090736389,NON_HATE
244,he_18_120,"Herr Präsident, meine Damen und Herren, die SPD steht
für ein weltoffenes, tolerantes und diskriminierungsfreies
Hessen. Mit diesem Gesetz wird die Diskriminierung von
homosexuellen Menschen bestimmt nicht ganz beseitigt
werden. Aber ich bin zuversichtlich, dass wir mit diesem
Gesetz einen Schritt in Richtung Ende der Diskriminierung
vorangehen werden. – Vielen Dank für Ihre Aufmerksam-
keit.
(Beifall bei der SPD und dem BÜNDNIS 90/DIE
GRÜNEN sowie des Abg. Willi van Ooyen (DIE
LINKE))
Präsident Norbert Kartmann:
Das Wort hat Herr Dr. Wilken für die Fraktion DIE LIN-
KE.
Dr. Ulrich Wilken (DIE LINKE):
Herr Präsident, meine Damen und Herren! Schwulen und
Lesben in unserem Land sind die gleichen Rechte viel zu
lange verwehrt geblieben und bleiben es bis heute. Es ist
nach wie vor eine Frage der Zeitläufe – Vorrednerinnen
haben bereits darauf hingewiesen –: Das gleiche Recht
steht ihnen auch nach bundesdeutschem Recht eigentlich
seit 2001 zu. Die Bundesregierung meint, seit 2003. Hes-
sen meint, 2010 reicht. Als wir 2010 das Gesetz beraten
haben, haben wir Rednerinnen und Redner von der Oppo-
sition von diesem Pult aus verlangt, dass es rückwirkend
gelten muss. Sie von den Regierungsf",0.0184549912810325,NON_HATE
245,he_18_28,"II
Hessischer Landtag · 18.Wahlperiode · 28. Sitzung · 8. Dezember 2009
Seite
Seite
Frage 166
Sigrid Erfurth . . . . . . . . . . . . . . . . . 1969, 1970
Minister Dieter Posch . . . . . . . . . . . . . 1969, 1970
Frage 167
Marjana Schott . . . . . . . . . . . . . . . . . . . . 1970
Ministerin Eva Kühne-Hörmann . . . . . . . . . . 1970
Frage 168
Hartmut Honka . . . . . . . . . . . . . . . . . . . 1970
Minister Jörg-Uwe Hahn . . . . . . . . . . . . . . 1970
Frage 169
Hartmut Honka . . . . . . . . . . . . . . . . . . . 1971
Minister Jörg-Uwe Hahn . . . . . . . . . . . . . . 1971
Sabine Waschke . . . . . . . . . . . . . . . . . . . 1971
Frage 170
Gerhard Merz . . . . . . . . . . . . . . . . . 1971, 1972
Minister Jürgen Banzer . . . . . . . . . . . . . . . 1972
Marcus Bocklet . . . . . . . . . . . . . . . . . . . 1972
Timon Gremmels . . . . . . . . . . . . . . . . . .
2. Nachwahl eines stellvertretenden Mitglieds für den
Verwaltungsausschuss beim Staatstheater Kassel
Wahlvorschlag der Fraktion der SPD
– Drucks. 18/1568 – . . . . . . . . . . . . . . . . . 1973
Gewählt als stellvertretendes Mitglied:
Abg.Timon Gremmels . . . . . . . . . . . . . . . . 1973
Präsident Norbert Kartmann . . . ",0.198728859424591,NON_HATE
246,he_19_19,"31. Dringlicher Antrag der Fraktionen der CDU
und BÜNDNIS 90/DIE GRÜNEN betreffend
Steuerhinterziehung konsequent bekämpfen
– hessische Finanzverwaltung weiter stärken
– Drucks. 19/441 – .................................................1276
Dem Haushaltsausschuss überwiesen ....................1282
Torsten Warnecke ................................................... 1276
Lena Arnoldt ........................................................... 1277
Willi van Ooyen ..................................................... 1278
Jörg-Uwe Hahn ....................................................... 1279
Sigrid Erfurth .......................................................... 1280
Minister Dr. Thomas Schäfer ................................. 1281
14. Entschließungsantrag
der
Fraktionen
der
CDU und BÜNDNIS 90/DIE GRÜNEN be-
treffend Hessen bleibt Innovationsregion in
Europa
– Drucks. 19/331 – .................................................1282
Angenommen ...........................................................1288
Andreas Hofmeister ................................................ 1282
Lothar Quanz .......................................................... 1283
Ursula Hammann ..........",0.3831743597984314,NON_HATE
247,he_18_142,"Frage 888 .............................................................10145
Dr. Ralf-Norbert Bartelt ........................... 10145, 10146
Minister Stefan Grüttner ........................... 10146, 10146,
10146, 10146
Marcus Bocklet ..................................................... 10146
Heike Hofmann .................................................... 10146
Frage 889 ............................................................10146
Torsten Warnecke ..................................... 10146, 10147,
 
Minister Boris Rhein ................................ 10146, 10147,
10147, 10147
Timon Gremmels .................................................. 10147
Frage 890 ............................................................10148
Torsten Warnecke ..................................... 10148, 10148
Minister Stefan Grüttner ........................... 10148, 10148
Frage 891 ............................................................10148
Gerhard Merz ........................................... 10148, 10149,
 
Minister Boris Rhein ................................ 10148, 10149,
 
Frage 892 ............................................................10149
Dr. Ulrich Wilken ......",0.5762093663215637,NON_HATE
248,he_16_56,"Hessischer Landtag · 16.Wahlperiode · 56. Sitzung · 15. Dezember 2004
 
sion ist noch keineswegs abgeschlossen. Es gibt Überle-
gungen, die Fachschulen weiterzuentwickeln. Die Modu-
larisierung der Ausbildungsteile und die Vergabe von
Leistungspunkten, beispielsweise als Credit-Points, die
dann in einem weiterführenden Studium angerechnet
werden könnten, verdient unsere Beachtung.
Im Übrigen zeigt aber auch die Antwort auf die Große
Anfrage sehr deutlich, dass die Fachschulausbildung un-
serer Erzieherinnen und Erzieher durchaus dem
UNESCO-Standard im Tertiärbereich der Hochschulaus-
bildung gleichgesetzt ist. Beides befindet sich in der glei-
chen Stufe.
(Priska Hinz (BÜNDNIS 90/DIE GRÜNEN):
Aber die Abschlüsse werden nicht anerkannt! Das
nutzt doch überhaupt nichts!)
Deshalb können unsere deutschen Erzieherinnen mit ih-
rer Qualifikation eben auch in europäischen Nachbarlän-
dern ihren Beruf im Kindergarten ausüben.
(Priska Hinz (BÜNDNIS 90/DIE GRÜNEN): Das
stimmt doch gar nicht! Die brauchen eine zusätzli-
che Anerkennung!)
Eine Verlagerung der gesamten Ausbildung von den Fach-
schulen auf die Fachhochschulen führt also zu keiner Hö-
herstufung. Das bedeutet nicht, dass wir nich",0.0141343679279088,NON_HATE
249,he_19_17,"Frage 84 .................................................................1070
Lothar Quanz ................................................ 1070, 1070,
 
Minister Prof. Dr. R. Alexander Lorz .......... 1070, 1070,
 
Frage 85 ................................................................1070
Lena Arnoldt ........................................................... 1071
Minister Dr. Thomas Schäfer ................................. 1071
Frage 86 ................................................................1071
Torsten Warnecke ................................................... 1071
Minister Axel Wintermeyer .................................... 1071
Frage 87 ................................................................1071
Angelika Löber ............................................. 1071, 1071,
 
Minister Tarek Al-Wazir .............................. 1071, 1071,
 
Frage 88 ................................................................1072
Tobias Eckert ................................................ 1072, 1072,
 
Ministerin Priska Hinz .................................. 1072, 1072,
 
Frage 89 ................................................................1073
Wolfgang Grei",0.5337941646575928,NON_HATE
250,he_19_12,"Matthias Büger, die diesem Landtag leider nicht mehr an-
gehören, mitgearbeitet haben –, dann wären Sie weiterhin
über 1 Milliarde € geblieben, bei dieser Kraft- und Lustlo-
sigkeit, mit der Sie in diesem Nachtragshaushalt an die
Haushaltssanierung herangegangen sind.
(Beifall bei der FDP – Zuruf des Abg. Michael Bod-
denberg (CDU))
Deswegen habe ich auch ein bisschen das Problem, zu ver-
stehen, was der Landesvorsitzende der hessischen CDU
auf dem letzten Landesparteitag meint, wenn er erklärt, es
sei das Ziel der von ihm geführten Regierung, die nachfol-
genden Generationen endlich nicht mehr mit weiteren
Schulden zu belasten.
(Demonstrativer Beifall der Abg. Holger Bellino,
Michael Boddenberg und Peter Stephan (CDU))
Lieber Herr Boddenberg, ich teile dieses politische Ziel.
Aber dazu gehört ein bisschen mehr Anstrengung als diese
Umbuchung, die Sie uns nunmehr im Nachtragshaushalt
vorgelegt haben.
(Beifall bei der FDP)
So kann man jedenfalls nicht das Gefühl bekommen, Sie
meinten es tatsächlich ernst.
(Zuruf des Abg. Michael Boddenberg (CDU))
Meine sehr verehrten Kolleginnen und Kollegen, eigentlich
zocken Sie in diesem Haushalt mit dem hervorragenden
Abschlussergebnis des Jahre",0.3381949067115783,NON_HATE
251,he_16_55,"Hessischer Landtag · 16.Wahlperiode · 55. Sitzung · 14. Dezember 2004
 
ren, weil sich die Wahlen an den Hochschulen über einen
längeren Zeitraum hinziehen, also ein anderes Wahlver-
fahren stattfindet, als das z. B. bei den Landtags- und
Bundestagswahlen der Fall ist.Auch muss ich ganz ehrlich
an die Kolleginnen und Kollegen von der CDU gewandt
sagen, dass ich diese Art der Regelung im Hinblick auf die
Studierendenbeiträge vor dem Hintergrund, dass Sie im-
mer das Hohelied auf die Selbstverwaltungsgremien sin-
gen, als sehr entlarvend empfinde. Sie haben mitnichten
vorgeschlagen, dieses System auch auf die anderen
Selbstverwaltungsgremien, sprich: die anderen Kammern,
von den Industrie- und Handelskammern angefangen
über die Handwerkskammern zu den Notar- und Rechts-
anwaltskammern und Ärztekammern, zu übertragen.
Hier wäre letztendlich, wenn Ihre Idee richtig wäre, dass
das zur Erhöhung der Wahlbeteiligung beitragen würde,
eine entsprechende Kürzung der Kammerbeiträge ange-
zeigt. Entsprechende Initiativen Ihrerseits lassen auf sich
warten, was für mich den Schluss nahe legt, dass es nicht
darum geht, die Wahlbeteiligung zu den Studierendenpar-
lamenten zu erhöhen, sondern dass e",0.0329910889267921,NON_HATE
